fold,epoch,train_loss,val_loss,accuracy,precision,recall,f1,epoch_time
1,1,0.6318207446623731,0.6117720101718549,0.6606547877734319,0.6276443682104059,0.6785659094421264,0.6521125714710032,2.3393006999976933
1,2,0.6130002118923046,0.6055027494827906,0.6638418079096046,0.6727066817667045,0.5507649513212796,0.6056589344889115,2.2852813999634236
1,3,0.6042549554948453,0.6037541531302311,0.6645661306678255,0.6762452107279694,0.545510740225622,0.6038833290565392,1.94215889996849
1,4,0.5986947298601821,0.6015978466581415,0.6684050412863972,0.635117773019272,0.6875289754288364,0.6602849510240427,2.1401408000383526
1,5,0.5957880676896484,0.6010468673926813,0.6694915254237288,0.6758201253225212,0.5666821202287127,0.6164579305707322,2.1884829001501203
1,6,0.5901633305130182,0.6001316899502719,0.6709401709401709,0.6312993734677199,0.7162726008344924,0.6711069282559907,2.3017408999148756
1,7,0.5883345970952952,0.5997606593149679,0.6718093582500362,0.6944667201283079,0.5353113892752279,0.6045902783838031,2.7641497999429703
1,8,0.5825294545955129,0.6093805192245377,0.6628277560480951,0.6083015267175572,0.7881316643486324,0.6866374957926624,2.519144600024447
1,9,0.5789829753339291,0.5989887700588615,0.6699261190786614,0.6835443037974683,0.5507649513212796,0.6100128369704749,2.8629562000278383
1,10,0.5729761314060953,0.5972741193793438,0.6752136752136753,0.6608385947871135,0.6308144027198269,0.6454775458570525,2.6443753999192268
2,1,0.628158522700822,0.6114958596450312,0.6594974292128322,0.6411392405063291,0.6247301880974406,0.6328283617054505,2.261265499982983
2,2,0.6085896028412713,0.6080872438572071,0.6634803389094069,0.6485220481343886,0.6190255935861856,0.6334306223870001,2.414658199995756
2,3,0.6026334657713219,0.609517504495603,0.6586284307335796,0.6709764569664223,0.5360777058279371,0.5959890298251629,2.6582884998060763
2,4,0.5979352885926211,0.6037149120260168,0.6655804185676009,0.6423780487804878,0.6497070613629355,0.6460217691246359,2.44014919991605
2,5,0.5920216493584491,0.6049218586197606,0.664494170468535,0.6760402812084363,0.5485661424606846,0.6056685675376627,2.5894473001826555
2,6,0.5889310320770299,0.6145228804261597,0.6545006879571295,0.7048005732027705,0.45497995683009557,0.5529841656516443,2.627759600058198
2,7,0.586116060062691,0.6029526881045766,0.669708161344051,0.6603899350108315,0.6110083256244219,0.6347401297349243,2.403926699887961
2,8,0.5833484832611349,0.6006410624142047,0.6676804982257948,0.6352102637205987,0.687018193031144,0.6600992519072661,2.3379034001845866
2,9,0.5768168463751122,0.6090358001766382,0.6642045043087841,0.6208338779244543,0.7323465926611162,0.6719954728726039,2.4796869000419974
2,10,0.5743625717306579,0.598946329344202,0.6717358244623072,0.6500691562932227,0.6521739130434783,0.6511198337566382,2.5843001001048833
3,1,0.631022913036523,0.6122601633822476,0.6590365809489316,0.6415035238841034,0.6287995087503838,0.6350879913171563,2.353200800018385
3,2,0.6108429150448905,0.6155370600797512,0.6592538935168417,0.6111247544204322,0.7640466687135401,0.6790830945558739,2.63078760006465
3,3,0.6027809221435476,0.6047226251275452,0.6685983339369793,0.6818608141061715,0.5580288609149524,0.6137610806247362,2.399656099965796
3,4,0.6020746189686987,0.6078476171802591,0.6651213328504165,0.6158559000122534,0.7715689284617746,0.6849744463373083,2.3382250999566168
3,5,0.5940323681743057,0.6039889385854756,0.6660630206446939,0.6914722445695897,0.5277863064169481,0.5986418248302281,2.814443999901414
3,6,0.5911578704361562,0.6022288241872081,0.6698297718218037,0.6284813452443511,0.7344181762357999,0.6773325782245505,2.857324399985373
3,7,0.584986222838914,0.6063204733309923,0.6656283955088736,0.7059461805555556,0.49938593797973596,0.58496673260205,2.0947110999841243
3,8,0.5865891457155898,0.5967945798679635,0.6772183991307498,0.6425207756232687,0.7121584280012281,0.6755497305956022,2.4260541999246925
3,9,0.5791777359942595,0.594452685504048,0.6788120246287577,0.643329658213892,0.7166103776481425,0.677995642701525,2.2646761999931186
3,10,0.5749516506437902,0.5942625052951,0.679246649764578,0.6622588674548848,0.6535155050660116,0.6578581363004172,2.290874300058931
