fold,epoch,train_loss,val_loss,accuracy,precision,recall,f1,epoch_time
1,1,0.6355326052203223,0.6256798842438945,0.6458786035057221,0.7025089605734767,0.4240457425436563,0.5288619061385756,2.786682300036773
1,2,0.6165066881588211,0.6056580996071851,0.6653628857018687,0.6534062655395325,0.6091794158553546,0.6305182341650671,2.669889499899
1,3,0.609107689311107,0.6015600043314474,0.6703607127335941,0.656965336821452,0.6209241230103539,0.6384364820846905,2.8255193000659347
1,4,0.604290204881518,0.6014967370364401,0.6665218021150224,0.6359004221866356,0.6750115901715346,0.654872563718141,2.665489499922842
1,5,0.6020936308497632,0.6043608482513163,0.6664493698392003,0.6873493975903614,0.5289754288363467,0.5978517160073356,3.0744406001176685
1,6,0.5972503152572446,0.5988165810704231,0.6689844994929741,0.631775960072092,0.7042188224385721,0.6660333235895937,2.989874899853021
1,7,0.5960137366696641,0.5975910316186922,0.6715920614225699,0.6691112275187707,0.5921804976046979,0.6282997212657813,3.103928399970755
1,8,0.5905435400566569,0.6117809690811016,0.6581920903954802,0.6011080332409973,0.8048215113583681,0.6882061446977206,3.200399300083518
1,9,0.585979136534863,0.6022474309084592,0.6669563957699551,0.7054178547927177,0.49698655540101994,0.5831368993653672,3.1754600999411196
1,10,0.5857626444625633,0.5953237294322915,0.6707953063885267,0.6482907299045273,0.650594962138773,0.6494408021596606,3.083996299887076
2,1,0.6332236598763201,0.6145669277067538,0.6562386849156348,0.6297954918644574,0.6504779525131051,0.6399696624952598,2.9668395000044256
2,2,0.6139552184139137,0.6183338503318804,0.6526178579187486,0.6773042200293933,0.4973789700894234,0.5735620944083919,3.022873800015077
2,3,0.6083626156603849,0.6165981790809719,0.6545006879571295,0.6827189431067547,0.4939870490286771,0.5732176402182664,3.0236689001321793
2,4,0.6011797716082247,0.6079198150999017,0.6620320081106524,0.6240960567608133,0.7052112241751465,0.6621787911690192,2.916566399857402
2,5,0.5986691660903118,0.6045464906427596,0.6655080020276631,0.6588936170212766,0.5968239284613013,0.626324731008818,3.4048770000226796
2,6,0.5950998457631579,0.603943723909281,0.6642769208487218,0.6475749840459477,0.6258094357076781,0.6365061941351733,3.0405811998061836
2,7,0.5917380299005244,0.6097998784648048,0.6578318487942646,0.6904607397793641,0.4921369102682701,0.5746691871455577,2.8652673000469804
2,8,0.5896344650536776,0.603192336305424,0.6676080816858571,0.6456221198156682,0.6480111008325624,0.646814404432133,3.264610900077969
2,9,0.58691148335735,0.6037235701525653,0.667897747845608,0.6311430149088901,0.7049028677150786,0.66598689002185,2.876193300122395
2,10,0.5836875366253985,0.6029216845830282,0.6646390035484104,0.6243464271350047,0.7180080172679618,0.6679096450340624,3.2552400999702513
3,1,0.6340142521593306,0.6189878664358899,0.6504889532777979,0.6801792191167058,0.4894074301504452,0.5692348897419873,3.240496899932623
3,2,0.614849126311364,0.6081641913840065,0.6651937703730533,0.6456729288574068,0.6436905127417869,0.644680196801968,2.9563361001200974
3,3,0.6084372214972973,0.606434632230688,0.6663527707352409,0.6354728770235728,0.6869818851704023,0.660224254942461,3.305477899964899
3,4,0.6042999193348266,0.6020257351575075,0.6688156465048896,0.6728988603988604,0.5801350936444581,0.623083264633141,3.186964799882844
3,5,0.6001336179949619,0.6029974434662748,0.670554147048171,0.6833271167474823,0.5624808105618667,0.6170427753452341,3.0158194999676198
3,6,0.5958587305137405,0.5972632775428118,0.6729445852951829,0.6612356831747056,0.6292600552655818,0.6448517265790923,3.0633576998952776
3,7,0.5930794576113975,0.603864457734205,0.666570083303151,0.6997700188166422,0.513816395455941,0.5925466938125166,3.094308099942282
3,8,0.5914636292253379,0.5956952955435824,0.674755523361101,0.6551195585530349,0.6561252686521338,0.6556220279183924,3.134046300081536
3,9,0.5878522449207527,0.5994998510513041,0.6709887721839913,0.6964143426294821,0.5366902057107767,0.6062077336570141,2.8377650000620633
3,10,0.5854463448954953,0.5971905688444773,0.6746106483158276,0.6420741989881956,0.7014123426466073,0.670432868672047,3.192452499875799
