fold,epoch,train_loss,val_loss,accuracy,precision,recall,f1,epoch_time
1,1,0.6300677899961118,0.6228739083917053,0.6460234680573663,0.685480093676815,0.45232576108793077,0.5450144306861558,2.4217246999032795
1,2,0.6137012720659927,0.6063330087948728,0.6642039692887151,0.6502866502866503,0.6135064132282491,0.6313613231552163,2.3547536998521537
1,3,0.6059358464898886,0.600697764367969,0.6690569317687962,0.6357795545402627,0.6881471179106784,0.6609276437847866,2.1371376998722553
1,4,0.5998481575537611,0.6067634688483344,0.6625380269448066,0.6120178041543026,0.7649513212795549,0.6799917576756646,2.2106612999923527
1,5,0.5973102789786127,0.5981846004724503,0.6714471968709257,0.6425939572586588,0.6737753052078505,0.6578153289076645,2.7515346000436693
1,6,0.5913326291850319,0.596973472447307,0.6728958423873678,0.6690883930115897,0.5977437799412765,0.6314071172053543,1.9768652999773622
1,7,0.5887813888214253,0.5980758876712234,0.6720266550775026,0.6724046140195209,0.5855354659248957,0.6259705930943333,2.019016500096768
1,8,0.5849877016411887,0.5942453289473498,0.6720266550775026,0.6650246305418719,0.6050069541029207,0.6335976695258132,1.8118362999521196
1,9,0.5814419514327137,0.5970190244692343,0.6708677386643488,0.6840496657115568,0.5533920568691083,0.6118229967538015,1.5390103000681847
1,10,0.5761097833790161,0.6069548687449208,0.6636245110821382,0.7053270397842212,0.4849327770050997,0.5747252747252747,1.5017918001394719
2,1,0.6295729149822835,0.6134601102934943,0.6565283510753857,0.627170582226762,0.6626580326857847,0.6444261188994678,1.6814184000249952
2,2,0.6089727299080955,0.6258783682628914,0.6449417046853502,0.7111229661242998,0.4110391612704286,0.5209574987787006,1.7814377001486719
2,3,0.6044037703562666,0.606381336847941,0.6610181765515244,0.6310820624546115,0.669904409497379,0.6499139929698602,1.5524803998414427
2,4,0.5968247638256462,0.6058734440141254,0.6624665073502788,0.658008658008658,0.585877274128893,0.6198515618628171,1.8576146999839693
2,5,0.5937454452117285,0.6130758303183096,0.6537765225577522,0.6814988290398126,0.4935245143385754,0.5724760797639273,1.8636647001840174
2,6,0.5898447258880845,0.605409903106866,0.6634803389094069,0.6890030832476876,0.5168054270736971,0.5906087569377148,1.6898008999414742
2,7,0.5859052806540772,0.6058321029499725,0.6664494170468535,0.6225234619395204,0.7363552266419982,0.674671563780195,1.8741543001960963
2,8,0.5828163844567759,0.599199948211511,0.6709392425229922,0.6569673456191399,0.6265803268578477,0.6414141414141414,1.8235641999635845
2,9,0.5785400140340682,0.6136109964163216,0.6576870157143891,0.7104570471404642,0.4577551649707061,0.5567744960150024,1.674394200090319
2,10,0.5778430865870582,0.6370290407428035,0.6459555362444782,0.7375781017554299,0.3822078322540857,0.5035036051589317,1.7061503001023084
3,1,0.6333437057005035,0.615256099237336,0.6537486417964505,0.6675038639876353,0.5303960700030703,0.5911035072711719,1.6285951999016106
3,2,0.6105229713850551,0.6044680106419104,0.668163708801159,0.6407865986890022,0.6753147067853853,0.6575977277823455,2.4611673997715116
3,3,0.6051946900509022,0.6085498780012131,0.6653386454183267,0.6215037208108801,0.7436291065397606,0.6771037181996086,1.8190150998998433
3,4,0.5986708667543199,0.6054732432519948,0.6670047084389714,0.6214982887564964,0.7526865213386552,0.680830382559189,2.4457624999340624
3,5,0.5960522109159717,0.6012375994964883,0.6672944585295183,0.6715484908019289,0.5772182990482039,0.6208206059605382,1.9253852998372167
3,6,0.5906847915439694,0.598610025037218,0.6764940239043825,0.6515689757252813,0.6757752533005834,0.6634513941220799,1.6876947998534888
3,7,0.5881002982733426,0.5954169597890642,0.6743208982252807,0.6827236508511408,0.578753454098864,0.6264539714190761,2.6258598000276834
3,8,0.5844499420512606,0.5943069082719309,0.679246649764578,0.6736018641810919,0.6212772490021492,0.6463823670340201,2.1320866998285055
3,9,0.5810322126856556,0.5936910474190006,0.6774357116986599,0.6623090250433139,0.645532698802579,0.6538132628469253,2.1346884998492897
3,10,0.57676636096504,0.5977899136918562,0.6749003984063745,0.6992525570416994,0.5457476205096715,0.6130367304707708,1.901892099995166
