fold,epoch,train_loss,val_loss,accuracy,precision,recall,f1,epoch_time
1,1,0.6345764202652154,0.6141815759517528,0.661451542807475,0.6391944229279628,0.6376139700200897,0.6384032183196658,2.499349399935454
1,2,0.6154745607464401,0.6063414834163807,0.6631899174272056,0.6584304854706804,0.584762787822593,0.6194139793746931,2.499765300191939
1,3,0.6098676285258046,0.6027650637207208,0.6655077502535129,0.6384695860110596,0.660176170607325,0.6491414678620271,2.4388486000243574
1,4,0.6037895282109579,0.6000101260013051,0.6708677386643488,0.6438703897267433,0.6663575954257457,0.6549210206561361,2.4779931998346
1,5,0.6011451143357489,0.6126930992360469,0.6590612777053455,0.7052117263843648,0.46839746561582446,0.5629120624013372,7.612060599960387
1,6,0.5976519810932653,0.5989204965255879,0.6692742285962625,0.6285945727014985,0.7195178488641631,0.6709900562040639,2.968681500060484
1,7,0.5936942906291397,0.5952830016613007,0.6731131392148342,0.6428779918272037,0.6807294081285736,0.6612624784207761,3.44859980000183
1,8,0.5900379728387903,0.5983905019583525,0.6690569317687962,0.6289316702819957,0.7168907433163344,0.670036831082545,3.405241800006479
1,9,0.5876541831703098,0.5947921883176874,0.6731131392148342,0.6729681978798586,0.588626178334106,0.6279779078394196,2.1171665000729263
1,10,0.5842043768476557,0.5970704721079932,0.6720266550775026,0.6830601092896175,0.5601916241693711,0.6155544235014434,2.213125699898228
2,1,0.63479041694491,0.6155988954835467,0.6555869360561952,0.6239255014326648,0.6714461917977181,0.6468141987227091,2.2434048999566585
2,2,0.6126133068292229,0.6237162953173673,0.6487073647621117,0.6891923165933812,0.4591427690410114,0.5511242713056352,2.383022699970752
2,3,0.6066834791390984,0.6064637579299785,0.6612354261713376,0.6378469045440683,0.644927536231884,0.6413676786261883,2.0048879000823945
2,4,0.6035562819904752,0.614873739304366,0.6566007676153234,0.6073891625615764,0.7604070305272895,0.6753389018211694,2.2735256000887603
2,5,0.5979931268979002,0.6033246511662448,0.6670287493663553,0.6523563589412524,0.6231884057971014,0.6374388897650213,2.428370000096038
2,6,0.5935732057249105,0.6071040205381535,0.6634079223694692,0.6792820912992587,0.5368485969781067,0.5997244230106786,1.9806567998602986
2,7,0.5920763849108307,0.6018798745892666,0.6692736621044246,0.655889520714866,0.6224175146469318,0.6387152915117474,2.249004099983722
2,8,0.5886255811761927,0.6008437651175039,0.6716634079223694,0.6519302615193027,0.6456984273820536,0.6487993803253292,1.973089100094512
2,9,0.5863553647089887,0.605261598472242,0.6649286697081613,0.6229660007937557,0.7260252852297255,0.670558917764329,2.3829993000254035
2,10,0.5856183516206565,0.6029685379730331,0.6683322470852343,0.689916301315265,0.5337650323774283,0.6018776077885952,2.548919500084594
3,1,0.6334600172660969,0.6168755314968251,0.6539659543643608,0.6667306584757151,0.5331593490942586,0.5925104495436322,2.1569343998562545
3,2,0.6147318617613228,0.6085465456600543,0.6632379572618616,0.6365900102534056,0.6671783850168868,0.6515253729105764,2.2884288001805544
3,3,0.607454181821258,0.6054805768308816,0.666570083303151,0.6615930999492643,0.6005526558182377,0.6295968455781765,2.614001299953088
3,4,0.6040642228391435,0.6038413630039604,0.6674393335747918,0.6278420422816114,0.7249002149217071,0.6728892055575347,2.1133761000819504
3,5,0.5992511486013731,0.602521078730071,0.6714233973198117,0.6316560170394037,0.7284310715382254,0.6766005988877798,2.5151754999533296
3,6,0.5947505989008479,0.6005530583637732,0.6735240854762767,0.6355531541267054,0.7222904513355849,0.676151469425882,2.298068800009787
3,7,0.591775319090596,0.5972369674731184,0.6772908366533864,0.678391959798995,0.6010132023334357,0.6373626373626373,2.117579699959606
3,8,0.5925460362599956,0.5965912289641522,0.6762767113364723,0.6470588235294118,0.6906662572919865,0.6681517784213262,2.532845500158146
3,9,0.5865165439468844,0.5932394616581775,0.678449837015574,0.6570304222794007,0.6664108074915567,0.6616873713893758,2.6806549998000264
3,10,0.5836464158362813,0.5940855068189127,0.6794639623324882,0.6652428413225755,0.645532698802579,0.6552395792754188,2.1981053000781685
