epoch,train_loss,val_loss,accuracy,precision,recall,f1
1,0.6655424102685683,0.6457937805118709,0.6211389961389961,0.6327604349351105,0.46292019502181164,0.5346769413159455
2,0.6158073857673108,0.6291016114724649,0.6452702702702703,0.65312,0.5237362073389787,0.5813158644260894
3,0.5760666233653048,0.623350641096881,0.6537162162162162,0.6587326120556414,0.5468308955606878,0.5975883342680874
4,0.5416026387067286,0.6295463639566797,0.6554054054054054,0.6622000623247117,0.5452912496792405,0.5980861244019139
5,0.5148110377584176,0.6390103169619807,0.6523889961389961,0.6614748887476161,0.5340005132152938,0.5909413602158171
