fold,best_epoch,accuracy,precision,recall,f1,val_loss,training_time,inference_time,model_size_mb,trainable_parameters
1,6,0.6692742285962625,0.6285945727014985,0.7195178488641631,0.6709900562040639,0.5989204965255879,34.637586100026965,0.43337999982759356,1.5083723068237305,394754
2,4,0.6566007676153234,0.6073891625615764,0.7604070305272895,0.6753389018211694,0.614873739304366,24.075929400045425,0.3613803999032825,1.5083723068237305,394754
3,5,0.6714233973198117,0.6316560170394037,0.7284310715382254,0.6766005988877798,0.602521078730071,25.14475139998831,0.43491870001889765,1.5083723068237305,394754
