fold,best_epoch,accuracy,precision,recall,f1,val_loss,training_time,inference_time,model_size_mb,trainable_parameters
1,4,0.6625380269448066,0.6120178041543026,0.7649513212795549,0.6799917576756646,0.6067634688483344,23.684270900208503,0.4192291998770088,0.7554426193237305,197378
2,7,0.6664494170468535,0.6225234619395204,0.7363552266419982,0.674671563780195,0.6058321029499725,19.18934169993736,0.3731764000840485,0.7554426193237305,197378
3,4,0.6670047084389714,0.6214982887564964,0.7526865213386552,0.680830382559189,0.6054732432519948,22.398760800017044,0.4341508999932557,0.7554426193237305,197378
